name,entry_id,formationenergy_id,duplicate_entry_id,icsd_id,prototype,spacegroup,composition_generic,ntypes,natoms,volume_A3,formation_energy_eV_per_atom,stability_eV_per_atom,band_gap_eV,fit,calculation_label,unit_cell_json,sites_json
BaSe,8173,4062054,8173.0,43655.0,NaCl,Fm-3m,AB,2,2,73.944,-2.05210906,0.0004292418750000415,2.106,standard,static,"[[3.331381, -3.331381, 0.0], [-3.331381, 0.0, -3.331381], [3.331381, 3.331381, 0.0]]","[""Ba @ 0 0 0"", ""Se @ 0.5 0 0.5""]"
HCl,5615,4062057,5615.0,28843.0,HCl,Fm-3m,AB,2,2,22.7951,0.580881386098351,1.2590247500000002,0.0,standard,static,"[[2.250455, -2.250455, 0.0], [-2.250455, 0.0, -2.250455], [2.250455, 2.250455, 0.0]]","[""Cl @ 0.5 0 0.5"", ""H @ 0 0 0""]"
MgS,20234,4062060,20234.0,159401.0,ZnS(cF8),F-43m,AB,2,2,45.8015,-1.56869049159001,0.010951450000000085,3.57,standard,static,"[[2.839771, -2.839771, 0.0], [-2.839771, 0.0, -2.839771], [2.839771, 2.839771, 0.0]]","[""Mg @ 0 0 0"", ""S @ 0.75 0.5 0.25""]"
NdHg,17419,4062063,17419.0,104330.0,CsCl,Pm-3m,AB,2,2,55.4162,-0.444433914983134,0.0027753699999999992,0.0,standard,static,"[[3.812522, 0.0, 0.0], [0.0, 3.812522, 0.0], [0.0, 0.0, 3.812522]]","[""Hg @ 0 0 0"", ""Nd @ 0.5 0.5 0.5""]"
TlSn,31087,4062066,31087.0,652804.0,CuFePt2,P4/mmm,AB,2,2,57.4053,0.0232259390743987,0.0379710424999995,0.0,standard,static,"[[2.527349, -2.527349, 0.0], [-2.527349, -2.527349, 0.0], [0.0, 0.0, -4.493572]]","[""Sn @ 0.5 0.5 0.5"", ""Tl @ 0 0 0""]"
YbPb,17935,4062069,52379.0,105644.0,AuCu,P4/mmm,AB,2,2,57.396,-0.563820975,0.00042925000000004765,0.0,standard,static,"[[3.563918, 0.0, 0.0], [0.0, 3.563918, 0.0], [0.0, 0.0, 4.518831]]","[""Pb @ 0 0 0"", ""Yb @ 0.5 0.5 0.5""]"
YCd,29043,4062072,29043.0,620591.0,CsCl,Pm-3m,AB,2,2,52.0001,-0.3602756425,0.0013753100000000185,0.0,standard,static,"[[3.732513, 0.0, 0.0], [0.0, 3.732513, 0.0], [0.0, 0.0, 3.732513]]","[""Cd @ 0 0 0"", ""Y @ 0.5 0.5 0.5""]"
ErZn,30067,4062075,89104.0,631214.0,CsCl,Pm-3m,AB,2,2,44.0671,-0.351745515,5.7254999999978295e-05,0.0,standard,static,"[[3.532142, 0.0, 0.0], [0.0, 3.532142, 0.0], [0.0, 0.0, 3.532142]]","[""Er @ 0 0 0"", ""Zn @ 0.5 0.5 0.5""]"
YbCd,29044,4062078,29044.0,620602.0,CsCl,Pm-3m,AB,2,2,54.0275,-0.419280825,0.0,0.0,standard,static,"[[3.780404, 0.0, 0.0], [0.0, 3.780404, 0.0], [0.0, 0.0, 3.780404]]","[""Cd @ 0 0 0"", ""Yb @ 0.5 0.5 0.5""]"
MnAl,10497,4062081,27877.0,57969.0,AuCu,P4/mmm,AB,2,2,26.3474,-0.26763608189655,0.0007456450000006831,0.0,standard,static,"[[2.732415, 0.0, 0.0], [0.0, 2.732415, 0.0], [0.0, 0.0, 3.528942]]","[""Al @ 0 0 0"", ""Mn @ 0.5 0.5 0.5""]"
MoN,20242,4062084,109771.0,159440.0,CsCl,Pm-3m,AB,2,2,19.601,0.277668577328248,0.7492780762820738,0.0,standard,static,"[[2.696244, 0.0, 0.0], [0.0, 2.696244, 0.0], [0.0, 0.0, 2.696244]]","[""Mo @ 0 0 0"", ""N @ 0.5 0.5 0.5""]"
MgO,2577,4062087,2577.0,9863.0,NaCl,Fm-3m,AB,2,2,18.5095,-2.94594340252271,0.0003888750000022867,4.975,standard,static,"[[2.099529, -2.099529, 0.0], [-2.099529, 0.0, -2.099529], [2.099529, 2.099529, 0.0]]","[""Mg @ 0 0 0"", ""O @ 0.5 0 0.5""]"
MnO,2578,4062090,2578.0,9864.0,NaCl,Fm-3m,AB,2,2,22.1982,-2.03612689904531,0.00218324000000214,0.423,standard,static,"[[2.230638, -2.230638, 0.0], [-2.230638, 0.0, -2.230638], [2.230638, 2.230638, 0.0]]","[""Mn @ 0 0 0"", ""O @ 0.5 0 0.5""]"
NiO,2580,4062093,8206.0,9866.0,NaCl,Fm-3m,AB,2,2,18.1016,-1.23937222615822,0.0021408199999999322,2.62,standard,static,"[[2.083992, -2.083992, 0.0], [-2.083992, 0.0, -2.083992], [2.083992, 2.083992, 0.0]]","[""Ni @ 0 0 0"", ""O @ 0.5 0 0.5""]"
HoP,8117,4062096,8117.0,43542.0,NaCl,Fm-3m,AB,2,2,44.7537,-1.74064210614663,1.6695000000011007e-05,0.0,standard,static,"[[2.817948, -2.817948, 0.0], [-2.817948, 0.0, -2.817948], [2.817948, 2.817948, 0.0]]","[""Ho @ 0 0 0"", ""P @ 0.5 0 0.5""]"
ZnO,20685,4062099,20685.0,163383.0,ZnS(cF8),F-43m,AB,2,2,23.9777,-1.64199892293938,0.007806654999996887,0.967,standard,static,"[[2.28872, -2.28872, 0.0], [-2.28872, 0.0, -2.28872], [2.28872, 2.28872, 0.0]]","[""O @ 0.75 0.5 0.25"", ""Zn @ 0 0 0""]"
ZnTe,6116,4062102,6116.0,31840.0,NaCl,Fm-3m,AB,2,2,47.8659,-0.176360191666665,0.29662304875,0.0,standard,static,"[[2.88181, -2.88181, 0.0], [-2.88181, 0.0, -2.88181], [2.88181, 2.88181, 0.0]]","[""Te @ 0.5 0 0.5"", ""Zn @ 0 0 0""]"
AgO,6628,4062105,6628.0,35662.0,ZnS(cF8),F-43m,AB,2,2,31.1985,-0.00377387168937737,0.31117794499999984,0.0,standard,static,"[[2.498627, -2.498627, 0.0], [-2.498627, 0.0, -2.498627], [2.498627, 2.498627, 0.0]]","[""Ag @ 0 0 0"", ""O @ 0.75 0.5 0.25""]"
NiO,13807,4062108,8206.0,76670.0,Ni1-xO,C2/m,AB,2,2,18.2247,-1.24138583615822,0.00012721000000004423,2.61,standard,static,"[[-1.704203, 0.0, 2.411201], [-2.556476, -1.478266, -2e-05], [2.556476, -1.478266, 2e-05]]","[""Ni @ 0 0 0"", ""O @ 0.5 0.5 0.5""]"
MnNi,17670,4062111,17670.0,104916.0,AuCu,P4/mmm,AB,2,2,24.0341,-0.0126505568965509,0.06530493587778875,0.0,standard,static,"[[2.703226, 0.0, 0.0], [0.0, 2.703226, 0.0], [0.0, 0.0, 3.288999]]","[""Mn @ 0 0 0"", ""Ni @ 0.5 0.5 0.5""]"
ReC,21515,4062114,21515.0,169402.0,WC,P-6m2,AB,2,2,20.2736,0.246177068750001,0.26851639187500026,0.0,standard,static,"[[2.88101, 0.0, 0.0], [-1.440505, 2.495046, 0.0], [0.0, 0.0, 2.820385]]","[""C @ 0.333 0.667 0.5"", ""Re @ 0 0 0""]"
MgTe,20235,4062117,20235.0,159402.0,ZnS(cF8),F-43m,AB,2,2,68.7542,-0.87960008125,0.0010004624999999656,2.458,standard,static,"[[3.251545, -3.251545, 0.0], [-3.251545, 0.0, -3.251545], [3.251545, 3.251545, 0.0]]","[""Mg @ 0 0 0"", ""Te @ 0.75 0.5 0.25""]"
MnPd,17676,4062120,17676.0,104938.0,AuCu,P4/mmm,AB,2,2,30.0626,-0.193653091896549,0.0069479312413806005,0.0,standard,static,"[[2.950223, 0.0, 0.0], [0.0, 2.950223, 0.0], [0.0, 0.0, 3.453954]]","[""Mn @ 0 0 0"", ""Pd @ 0.5 0.5 0.5""]"
YbSn,31091,4062123,31091.0,652848.0,CuFePt2,P4/mmm,AB,2,2,53.926,-0.720355523425601,0.0,0.0,standard,static,"[[-2.441776, -2.441776, 0.0], [-2.441776, 2.441776, 0.0], [0.0, 0.0, -4.522273]]","[""Sn @ 0 0 0"", ""Yb @ 0.5 0.5 0.5""]"
PrHg,17424,4062126,17424.0,104336.0,CsCl,Pm-3m,AB,2,2,56.5451,-0.444480651233135,0.002776569999998979,0.0,standard,static,"[[3.838236, 0.0, 0.0], [0.0, 3.838236, 0.0], [0.0, 0.0, 3.838236]]","[""Hg @ 0 0 0"", ""Pr @ 0.5 0.5 0.5""]"
NdAl,19476,4062129,116120.0,151370.0,CsCl,Pm-3m,AB,2,2,51.7355,-0.3524127925,0.044305275000000144,0.0,standard,static,"[[3.726171, 0.0, 0.0], [0.0, 3.726171, 0.0], [0.0, 0.0, 3.726171]]","[""Al @ 0.5 0.5 0.5"", ""Nd @ 0 0 0""]"
SrHg,17429,4062132,17429.0,104345.0,CsCl,Pm-3m,AB,2,2,62.5029,-0.503040627483134,0.002584590000000997,0.0,standard,static,"[[3.968563, 0.0, 0.0], [0.0, 3.968563, 0.0], [0.0, 0.0, 3.968563]]","[""Hg @ 0 0 0"", ""Sr @ 0.5 0.5 0.5""]"
MnRh,17686,4062135,17686.0,104960.0,CsCl,Pm-3m,AB,2,2,27.8137,-0.184871916896551,0.0,0.0,standard,static,"[[3.029838, 0.0, 0.0], [0.0, 3.029838, 0.0], [0.0, 0.0, 3.029838]]","[""Mn @ 0 0 0"", ""Rh @ 0.5 0.5 0.5""]"
Mg,9226,4062138,9226.0,52260.0,Mg,P63/mmc,A,1,2,45.6986,0.000193605833329835,0.000193605833329835,0.0,standard,static,"[[3.18552, 0.0, 0.0], [-1.59276, 2.758688, 0.0], [0.0, 0.0, 5.200198]]","[""Mg @ 0.333 0.667 0.25"", ""Mg @ 0.667 0.333 0.75""]"
FeO,5404,4062141,14796.0,27856.0,NaCl,Fm-3m,AB,2,2,19.605,-1.2172480271465,0.32578108000000006,0.0,standard,static,"[[2.140158, -2.140158, 0.0], [-2.140158, 0.0, -2.140158], [2.140158, 2.140158, 0.0]]","[""Fe @ 0 0 0"", ""O @ 0.5 0 0.5""]"
GdBi,10930,4062144,10930.0,58783.0,NaCl,Fm-3m,AB,2,2,64.0032,-0.91809511625,0.0007276333333333662,0.0,standard,static,"[[3.174855, -3.174855, 0.0], [-3.174855, 0.0, -3.174855], [3.174855, 3.174855, 0.0]]","[""Bi @ 0 0 0"", ""Gd @ 0.5 0 0.5""]"
HoS,8121,4062147,8121.0,43546.0,NaCl,Fm-3m,AB,2,2,41.2746,-2.11874794867334,0.00023144000000341336,0.0,standard,static,"[[2.742949, -2.742949, 0.0], [-2.742949, 0.0, -2.742949], [2.742949, 2.742949, 0.0]]","[""Ho @ 0 0 0"", ""S @ 0.5 0 0.5""]"
ZrS,18905,4062150,18905.0,108732.0,NaCl,Fm-3m,AB,2,2,36.0208,-1.48940590200668,0.2796611549999999,0.0,standard,static,"[[2.621247, -2.621247, 0.0], [-2.621247, 0.0, -2.621247], [2.621247, 2.621247, 0.0]]","[""S @ 0.5 0 0.5"", ""Zr @ 0 0 0""]"
HgTe,6119,4062153,6119.0,31845.0,ZnS(cF8),F-43m,AB,2,2,71.763,-0.137294654149799,0.0011748966666672578,0.161,standard,static,"[[3.2983, -3.2983, 0.0], [-3.2983, 0.0, -3.2983], [3.2983, 3.2983, 0.0]]","[""Hg @ 0 0 0"", ""Te @ 0.75 0.5 0.25""]"
PdN,21508,4062156,21508.0,169394.0,ZnS(cF8),F-43m,AB,2,2,26.2199,0.945778422328247,0.945778422328247,0.0,standard,static,"[[2.357944, -2.357944, 0.0], [-2.357944, 0.0, -2.357944], [2.357944, 2.357944, 0.0]]","[""N @ 0.75 0.5 0.25"", ""Pd @ 0 0 0""]"
SmTl,31079,4062159,18110.0,652690.0,CuFePt2,P4/mmm,AB,2,2,56.2719,-0.380299826249999,0.0021362700000010504,0.0,standard,static,"[[-2.544113, -2.544113, 0.0], [-2.544113, 2.544113, 0.0], [0.0, 0.0, -4.346995]]","[""Sm @ 0 0 0"", ""Tl @ 0.5 0.5 0.5""]"
TlBr,11508,4062162,11508.0,61519.0,NaCl,Fm-3m,AB,2,2,73.253,-1.03649296620792,0.0017466349999979425,2.199,standard,static,"[[3.320971, -3.320971, 0.0], [-3.320971, 0.0, -3.320971], [3.320971, 3.320971, 0.0]]","[""Br @ 0.5 0 0.5"", ""Tl @ 0 0 0""]"
AlBi,22537,4062165,22537.0,184567.0,ZnS(cF8),F-43m,AB,2,2,65.9149,0.0592433175000004,0.0592433175000004,0.342,standard,static,"[[3.206155, -3.206155, 0.0], [-3.206155, 0.0, -3.206155], [3.206155, 3.206155, 0.0]]","[""Al @ 0 0 0"", ""Bi @ 0.75 0.5 0.25""]"
IrC,21516,4062168,21516.0,169404.0,WC,P-6m2,AB,2,2,21.4814,1.22474412125,1.22474412125,0.0,standard,static,"[[3.045008, 0.0, 0.0], [-1.522504, 2.637082, 0.0], [0.0, 0.0, 2.67517]]","[""C @ 0.333 0.667 0.5"", ""Ir @ 0 0 0""]"
TbCu,29816,4062171,17168.0,629319.0,CsCl,Pm-3m,AB,2,2,41.7658,0.0908796526666649,0.13925559913333213,0.0,standard,static,"[[3.469553, 0.0, 0.0], [0.0, 3.469553, 0.0], [0.0, 0.0, 3.469553]]","[""Cu @ 0 0 0"", ""Tb @ 0.5 0.5 0.5""]"
TbHg,17432,4062174,17432.0,104348.0,CsCl,Pm-3m,AB,2,2,51.3457,-0.120492704816469,0.0014035849999999989,0.0,standard,static,"[[3.716789, 0.0, 0.0], [0.0, 3.716789, 0.0], [0.0, 0.0, 3.716789]]","[""Hg @ 0 0 0"", ""Tb @ 0.5 0.5 0.5""]"
ScPd,17944,4062177,17944.0,105672.0,CsCl,Pm-3m,AB,2,2,35.9492,-0.9074035625,0.0007531750000000503,0.0,standard,static,"[[3.300372, 0.0, 0.0], [0.0, 3.300372, 0.0], [0.0, 0.0, 3.300372]]","[""Pd @ 0 0 0"", ""Sc @ 0.5 0.5 0.5""]"
DyCd,11019,4062180,11019.0,58962.0,CsCl,Pm-3m,AB,2,2,51.7349,-0.324651363333335,0.000974805000000023,0.0,standard,static,"[[3.726157, 0.0, 0.0], [0.0, 3.726157, 0.0], [0.0, 0.0, 3.726157]]","[""Cd @ 0 0 0"", ""Dy @ 0.5 0.5 0.5""]"
BP,5664,4062183,5664.0,29050.0,ZnS(cF8),F-43m,AB,2,2,23.4126,-0.535124044479969,0.0,1.367,standard,static,"[[2.270597, -2.270597, 0.0], [-2.270597, 0.0, -2.270597], [2.270597, 2.270597, 0.0]]","[""B @ 0 0 0"", ""P @ 0.75 0.5 0.25""]"
AlP,4641,4062186,4641.0,24490.0,ZnS(cF8),F-43m,AB,2,2,41.6075,-0.736775389479969,2.7424999999969835e-05,1.751,standard,static,"[[2.750302, -2.750302, 0.0], [-2.750302, 0.0, -2.750302], [2.750302, 2.750302, 0.0]]","[""Al @ 0 0 0"", ""P @ 0.75 0.5 0.25""]"
Ne,12068,4062189,8086.0,65898.0,Cu,Fm-3m,A,1,1,10.3103,0.29901996,0.29901996,13.842,standard,static,"[[1.727482, -1.727482, 0.0], [-1.727482, 0.0, -1.727482], [1.727482, 1.727482, 0.0]]","[""Ne @ 0 0 0""]"
TmSb,8171,4062192,8171.0,43648.0,NaCl,Fm-3m,AB,2,2,57.4747,-1.0684866975,5.8805000000106133e-05,0.0,standard,static,"[[3.063014, -3.063014, 0.0], [-3.063014, 0.0, -3.063014], [3.063014, 3.063014, 0.0]]","[""Sb @ 0.5 0 0.5"", ""Tm @ 0 0 0""]"
PdN,21510,4062195,21510.0,169396.0,CsCl,Pm-3m,AB,2,2,21.1154,1.41149625232825,1.41149625232825,0.0,standard,static,"[[2.763968, 0.0, 0.0], [0.0, 2.763968, 0.0], [0.0, 0.0, 2.763968]]","[""N @ 0.5 0.5 0.5"", ""Pd @ 0 0 0""]"
PtC,21517,4062198,21517.0,169405.0,WC,P-6m2,AB,2,2,22.7346,1.55837404125,1.55837404125,0.0,standard,static,"[[3.017992, 0.0, 0.0], [-1.508996, 2.613668, 0.0], [0.0, 0.0, 2.882161]]","[""C @ 0.333 0.667 0.5"", ""Pt @ 0 0 0""]"
ErTl,30063,4062201,17197.0,631208.0,CuFePt2,P4/mmm,AB,2,2,52.0381,-0.3061746925,0.0038001649999999665,0.0,standard,static,"[[-2.486355, -2.486355, 0.0], [-2.486355, 2.486355, 0.0], [0.0, 0.0, -4.20887]]","[""Er @ 0 0 0"", ""Tl @ 0.5 0.5 0.5""]"
AlRu,18193,4062204,18193.0,106247.0,CsCl,Pm-3m,AB,2,2,27.2415,-0.66275832,4.539999999941813e-06,0.0,standard,static,"[[3.008919, 0.0, 0.0], [0.0, 3.008919, 0.0], [0.0, 0.0, 3.008919]]","[""Al @ 0 0 0"", ""Ru @ 0.5 0.5 0.5""]"
NiPt,30843,4062207,17788.0,646300.0,CuFePt2,P4/mmm,AB,2,2,26.7066,-0.101100919999999,1.6160000001000374e-05,0.0,standard,static,"[[1.922791, -1.922791, 0.0], [-1.922791, -1.922791, 0.0], [0.0, 0.0, -3.611812]]","[""Ni @ 0.5 0.5 0.5"", ""Pt @ 0 0 0""]"
Zn,9225,4062210,122929.0,52259.0,Mg,P63/mmc,A,1,2,29.9565,0.0012473449999999,0.0012473449999999,0.0,standard,static,"[[2.649259, 0.0, 0.0], [-1.324629, 2.294315, 0.0], [0.0, 0.0, 4.928482]]","[""Zn @ 0.333 0.667 0.25"", ""Zn @ 0.667 0.333 0.75""]"
TiHg,17436,4062213,30536.0,104355.0,AuCu,P4/mmm,AB,2,2,37.1921,-0.00711989937626623,0.0867882654807846,0.0,standard,static,"[[3.025018, 0.0, 0.0], [0.0, 3.025018, 0.0], [0.0, 0.0, 4.064389]]","[""Hg @ 0 0 0"", ""Ti @ 0.5 0.5 0.5""]"
ErCd,11022,4062216,11022.0,58967.0,CsCl,Pm-3m,AB,2,2,50.452,-0.32187689,0.001125144999999994,0.0,standard,static,"[[3.6951, 0.0, 0.0], [0.0, 3.6951, 0.0], [0.0, 0.0, 3.6951]]","[""Cd @ 0 0 0"", ""Er @ 0.5 0.5 0.5""]"
ErTe,8169,4062219,30058.0,43646.0,NaCl,Fm-3m,AB,2,2,56.6847,-1.20824427666666,0.045468156250005,0.0,standard,static,"[[3.048915, -3.048915, 0.0], [-3.048915, 0.0, -3.048915], [3.048915, 3.048915, 0.0]]","[""Er @ 0 0 0"", ""Te @ 0.5 0 0.5""]"
RbI,11510,4062222,57018.0,61523.0,CsCl,Pm-3m,AB,2,2,89.1966,-1.55081580621416,0.04972857500000005,3.455,standard,static,"[[4.46803, 0.0, 0.0], [0.0, 4.46803, 0.0], [0.0, 0.0, 4.46803]]","[""I @ 0.5 0.5 0.5"", ""Rb @ 0 0 0""]"
TiAl,18721,4062225,18721.0,107891.0,AuCu,P4/mmm,AB,2,2,32.2486,-0.436030726893132,0.00011250000000023741,0.0,standard,static,"[[2.817756, 0.0, 0.0], [0.0, 2.817756, 0.0], [0.0, 0.0, 4.06167]]","[""Al @ 0 0 0"", ""Ti @ 0.5 0.5 0.5""]"
ScS,4138,4062228,4138.0,22238.0,NaCl,Fm-3m,AB,2,2,35.3499,-2.01740862950668,0.01870971374999808,0.0,standard,static,"[[2.604869, -2.604869, 0.0], [-2.604869, 0.0, -2.604869], [2.604869, 2.604869, 0.0]]","[""S @ 0.5 0 0.5"", ""Sc @ 0 0 0""]"
TlCl,5677,4062231,56987.0,29107.0,CsCl,Pm-3m,AB,2,2,57.9995,-1.15672801530956,0.04738283500000007,2.323,standard,static,"[[3.870866, 0.0, 0.0], [0.0, 3.870866, 0.0], [0.0, 0.0, 3.870866]]","[""Cl @ 0.5 0.5 0.5"", ""Tl @ 0 0 0""]"
ZnO,6958,4062234,20685.0,38222.0,NaCl,Fm-3m,AB,2,2,19.7635,-1.50366150793938,0.14614406999999696,1.084,standard,static,"[[2.145908, -2.145908, 0.0], [-2.145908, 0.0, -2.145908], [2.145908, 2.145908, 0.0]]","[""O @ 0.5 0 0.5"", ""Zn @ 0 0 0""]"
LiCl,5166,4062237,5166.0,26909.0,NaCl,Fm-3m,AB,2,2,32.817,-1.99984457780956,0.02035591750000143,6.781,standard,static,"[[2.541108, -2.541108, 0.0], [-2.541108, 0.0, -2.541108], [2.541108, 2.541108, 0.0]]","[""Cl @ 0.5 0 0.5"", ""Li @ 0 0 0""]"
InAs,4656,4062240,4656.0,24518.0,ZnS(cF8),F-43m,AB,2,2,58.0022,-0.2489241325,0.0,0.366,standard,static,"[[3.072356, -3.072356, 0.0], [-3.072356, 0.0, -3.072356], [3.072356, 3.072356, 0.0]]","[""As @ 0.75 0.5 0.25"", ""In @ 0 0 0""]"
LiBr,5426,4062243,5426.0,27982.0,NaCl,Fm-3m,AB,2,2,40.4546,-1.70728302370792,0.025578877500000097,5.432,standard,static,"[[2.724661, -2.724661, 0.0], [-2.724661, 0.0, -2.724661], [2.724661, 2.724661, 0.0]]","[""Br @ 0.5 0 0.5"", ""Li @ 0 0 0""]"
LiI,5427,4062246,5427.0,27983.0,NaCl,Fm-3m,AB,2,2,52.6472,-1.28651402121416,0.03762493374999876,4.53,standard,static,"[[2.974736, -2.974736, 0.0], [-2.974736, 0.0, -2.974736], [2.974736, 2.974736, 0.0]]","[""I @ 0.5 0 0.5"", ""Li @ 0 0 0""]"
TbBi,8157,4062249,8157.0,43603.0,NaCl,Fm-3m,AB,2,2,63.1959,-0.570710039833334,0.000636234999999985,0.0,standard,static,"[[3.16145, -3.16145, 0.0], [-3.16145, 0.0, -3.16145], [3.16145, 3.16145, 0.0]]","[""Bi @ 0.5 0 0.5"", ""Tb @ 0 0 0""]"
MnNi,17671,4062252,17671.0,104917.0,CsCl,Pm-3m,AB,2,2,23.9343,-0.0302652018965501,0.047690290877789546,0.0,standard,static,"[[2.881864, 0.0, 0.0], [0.0, 2.881864, 0.0], [0.0, 0.0, 2.881864]]","[""Mn @ 0 0 0"", ""Ni @ 0.5 0.5 0.5""]"
CaPd,11000,4062255,11000.0,58926.0,CsCl,Pm-3m,AB,2,2,43.4657,-0.688369275,0.0003523999999995864,0.0,standard,static,"[[3.516, 0.0, 0.0], [0.0, 3.516, 0.0], [0.0, 0.0, 3.516]]","[""Ca @ 0 0 0"", ""Pd @ 0.5 0.5 0.5""]"
ErTe,30060,4062258,30058.0,631186.0,NaCl,Fm-3m,AB,2,2,56.6847,-1.20824427666666,0.045468156250005,0.0,standard,static,"[[3.048915, -3.048915, 0.0], [-3.048915, 0.0, -3.048915], [3.048915, 3.048915, 0.0]]","[""Er @ 0 0 0"", ""Te @ 0.5 0 0.5""]"
TbCu,17168,4062261,17168.0,103116.0,HgMn,P4/mmm,AB,2,2,42.2499,0.0897796526666648,0.13815559913333203,0.0,standard,static,"[[3.477016, 0.0, 0.0], [0.0, 3.477016, 0.0], [0.0, 0.0, 3.494716]]","[""Cu @ 0 0 0"", ""Tb @ 0.5 0.5 0.5""]"
MnPt,17680,4062264,30750.0,104948.0,AuCu,P4/mmm,AB,2,2,29.9682,-0.35087287689655,0.0016427549999999957,0.0,standard,static,"[[2.910688, 0.0, 0.0], [0.0, 2.910688, 0.0], [0.0, 0.0, 3.537284]]","[""Mn @ 0 0 0"", ""Pt @ 0.5 0.5 0.5""]"
CeCd,11012,4062267,11012.0,58949.0,CsCl,Pm-3m,AB,2,2,58.704,-0.32485156375,0.0,0.0,standard,static,"[[3.886475, 0.0, 0.0], [0.0, 3.886475, 0.0], [0.0, 0.0, 3.886475]]","[""Cd @ 0 0 0"", ""Ce @ 0.5 0.5 0.5""]"
YN,6913,4062270,6913.0,37413.0,NaCl,Fm-3m,AB,2,2,29.3305,-1.79522274517175,0.0,0.417000000000001,standard,static,"[[2.447728, -2.447728, 0.0], [-2.447728, 0.0, -2.447728], [2.447728, 2.447728, 0.0]]","[""N @ 0.5 0 0.5"", ""Y @ 0 0 0""]"
TmCu,29826,4062273,29826.0,629417.0,CsCl,Pm-3m,AB,2,2,39.867,-0.29091382,5.794500000000369e-05,0.0,standard,static,"[[3.416157, 0.0, 0.0], [0.0, 3.416157, 0.0], [0.0, 0.0, 3.416157]]","[""Cu @ 0 0 0"", ""Tm @ 0.5 0.5 0.5""]"
TmHg,17441,4062276,17441.0,104365.0,CsCl,Pm-3m,AB,2,2,48.7611,-0.446250047483134,0.001648005000000008,0.0,standard,static,"[[3.653348, 0.0, 0.0], [0.0, 3.653348, 0.0], [0.0, 0.0, 3.653348]]","[""Hg @ 0 0 0"", ""Tm @ 0.5 0.5 0.5""]"
AlNi,10516,4062279,94913.0,58037.0,CsCl,Pm-3m,AB,2,2,24.0552,-0.669379795,6.6560000001048e-05,0.0,standard,static,"[[2.88671, 0.0, 0.0], [0.0, 2.88671, 0.0], [0.0, 0.0, 2.88671]]","[""Al @ 0 0 0"", ""Ni @ 0.5 0.5 0.5""]"
MnV,17700,4062282,17700.0,104998.0,CsCl,Pm-3m,AB,2,2,23.3217,-0.284458031896548,0.0,0.0,standard,static,"[[2.857063, 0.0, 0.0], [0.0, 2.857063, 0.0], [0.0, 0.0, 2.857063]]","[""Mn @ 0 0 0"", ""V @ 0.5 0.5 0.5""]"
YbHg,17446,4062285,17446.0,104370.0,CsCl,Pm-3m,AB,2,2,51.578,-0.619810917483134,0.00030410499999999896,0.0,standard,static,"[[3.722386, 0.0, 0.0], [0.0, 3.722386, 0.0], [0.0, 0.0, 3.722386]]","[""Hg @ 0 0 0"", ""Yb @ 0.5 0.5 0.5""]"
HfC,4149,4062288,4149.0,22262.0,NaCl,Fm-3m,AB,2,2,25.0468,-0.947618221250002,6.683166666510143e-05,0.0,standard,static,"[[2.322241, -2.322241, 0.0], [-2.322241, 0.0, -2.322241], [2.322241, 2.322241, 0.0]]","[""C @ 0.5 0 0.5"", ""Hf @ 0 0 0""]"
VC,4150,4062291,4150.0,22263.0,NaCl,Fm-3m,AB,2,2,17.8703,-0.392428928749998,0.0892149011264321,0.0,standard,static,"[[2.075076, -2.075076, 0.0], [-2.075076, 0.0, -2.075076], [2.075076, 2.075076, 0.0]]","[""C @ 0.5 0 0.5"", ""V @ 0 0 0""]"
ScN,5176,4062294,5176.0,26948.0,NaCl,Fm-3m,AB,2,2,22.6357,-2.01993888017175,0.00113815000000006,0.0,standard,static,"[[2.245197, -2.245197, 0.0], [-2.245197, 0.0, -2.245197], [2.245197, 2.245197, 0.0]]","[""N @ 0.5 0 0.5"", ""Sc @ 0 0 0""]"
CrTe,22268,4062297,22268.0,181056.0,ZnS(cF8),F-43m,AB,2,2,60.2157,0.110588228333335,0.2858989534654241,0.0,standard,static,"[[3.110952, -3.110952, 0.0], [-3.110952, 0.0, -3.110952], [3.110952, 3.110952, 0.0]]","[""Cr @ 0 0 0"", ""Te @ 0.75 0.5 0.25""]"
KI,11511,4062300,57108.0,61555.0,CsCl,Pm-3m,AB,2,2,81.6171,-1.51418480871416,0.06963003999999984,3.367,standard,static,"[[4.337709, 0.0, 0.0], [0.0, 4.337709, 0.0], [0.0, 0.0, 4.337709]]","[""I @ 0.5 0.5 0.5"", ""K @ 0 0 0""]"
KBr,11512,4062303,11512.0,61556.0,CsCl,Pm-3m,AB,2,2,65.7632,-1.85554338620792,0.07251042499999993,3.948,standard,static,"[[4.036402, 0.0, 0.0], [0.0, 4.036402, 0.0], [0.0, 0.0, 4.036402]]","[""Br @ 0.5 0.5 0.5"", ""K @ 0 0 0""]"
MnRh,17685,4062306,17686.0,104959.0,AuCu,P4/mmm,AB,2,2,27.3049,-0.16808772689655,0.016784190000001004,0.0,standard,static,"[[2.95388, 0.0, 0.0], [0.0, 2.95388, 0.0], [0.0, 0.0, 3.129356]]","[""Mn @ 0 0 0"", ""Rh @ 0.5 0.5 0.5""]"
