name,entry_id,formationenergy_id,duplicate_entry_id,icsd_id,prototype,spacegroup,composition_generic,ntypes,natoms,volume_A3,formation_energy_eV_per_atom,stability_eV_per_atom,band_gap_eV,fit,calculation_label,unit_cell_json,sites_json
NaBi,28744,4061532,28744.0,616837.0,CuFePt2,P4/mmm,AB,2,2,56.0353,-0.366611412925824,0.0,0.0,standard,static,"[[-2.41719, -2.41719, 0.0], [-2.41719, 2.41719, 0.0], [0.0, 0.0, -4.795237]]","[""Bi @ 0 0 0"", ""Na @ 0.5 0.5 0.5""]"
TiHg,30536,4061535,30536.0,639279.0,CuFePt2,P4/mmm,AB,2,2,37.2046,-0.00718432937626634,0.08672383548078448,0.0,standard,static,"[[-2.140081, -2.140081, 0.0], [-2.140081, 2.140081, 0.0], [0.0, 0.0, -4.061686]]","[""Hg @ 0 0 0"", ""Ti @ 0.5 0.5 0.5""]"
ErPd,30025,4061538,89074.0,630924.0,CsCl,Pm-3m,AB,2,2,41.5607,-0.931355924999999,0.024414628750001,0.0,standard,static,"[[3.463865, 0.0, 0.0], [0.0, 3.463865, 0.0], [0.0, 0.0, 3.463865]]","[""Er @ 0 0 0"", ""Pd @ 0.5 0.5 0.5""]"
MgPd,17638,4061541,90147.0,104847.0,CsCl,Pm-3m,AB,2,2,31.5558,-0.744475069583335,0.002445649999999966,0.0,standard,static,"[[3.160045, 0.0, 0.0], [0.0, 3.160045, 0.0], [0.0, 0.0, 3.160045]]","[""Mg @ 0 0 0"", ""Pd @ 0.5 0.5 0.5""]"
CsAu,10711,4061544,94600.0,58427.0,CsCl,Pm-3m,AB,2,2,77.4177,-0.32039294,0.007440914999999992,1.04,standard,static,"[[4.262, 0.0, 0.0], [0.0, 4.262, 0.0], [0.0, 0.0, 4.262]]","[""Au @ 0 0 0"", ""Cs @ 0.5 0.5 0.5""]"
RbAu,10712,4061547,10712.0,58428.0,CsCl,Pm-3m,AB,2,2,69.1706,-0.27690996,0.01320482406250012,0.392,standard,static,"[[4.104943, 0.0, 0.0], [0.0, 4.104943, 0.0], [0.0, 0.0, 4.104943]]","[""Au @ 0 0 0"", ""Rb @ 0.5 0.5 0.5""]"
PrMg,17640,4061550,17640.0,104851.0,CsCl,Pm-3m,AB,2,2,60.037,-0.119384248333335,9.375000000005906e-06,0.0,standard,static,"[[3.915673, 0.0, 0.0], [0.0, 3.915673, 0.0], [0.0, 0.0, 3.915673]]","[""Mg @ 0 0 0"", ""Pr @ 0.5 0.5 0.5""]"
TbZn,18152,4061553,18152.0,106134.0,CsCl,Pm-3m,AB,2,2,45.8562,-0.0123909223333349,0.11828321743114713,0.0,standard,static,"[[3.57931, 0.0, 0.0], [0.0, 3.57931, 0.0], [0.0, 0.0, 3.57931]]","[""Tb @ 0 0 0"", ""Zn @ 0.5 0.5 0.5""]"
TbZn,18153,4061556,18152.0,106136.0,HgMn,P4/mmm,AB,2,2,45.5898,-0.0120051123333353,0.11866902743114673,0.0,standard,static,"[[3.576835, 0.0, 0.0], [0.0, 3.576835, 0.0], [0.0, 0.0, 3.563446]]","[""Tb @ 0 0 0"", ""Zn @ 0.5 0.5 0.5""]"
HfRh,17386,4061559,17386.0,104265.0,CsCl,Pm-3m,AB,2,2,34.6104,-0.862259727500001,0.05157265499999997,0.0,standard,static,"[[3.258885, 0.0, 0.0], [0.0, 3.258885, 0.0], [0.0, 0.0, 3.258885]]","[""Hf @ 0 0 0"", ""Rh @ 0.5 0.5 0.5""]"
DyAu,10715,4061562,10715.0,58439.0,CsCl,Pm-3m,AB,2,2,45.9144,-0.864565018333335,0.022499612499999988,0.0,standard,static,"[[3.580824, 0.0, 0.0], [0.0, 3.580824, 0.0], [0.0, 0.0, 3.580824]]","[""Au @ 0 0 0"", ""Dy @ 0.5 0.5 0.5""]"
LuCd,29007,4061565,87994.0,620119.0,CsCl,Pm-3m,AB,2,2,48.7368,-0.3049486225,0.0012793550000000375,0.0,standard,static,"[[3.652742, 0.0, 0.0], [0.0, 3.652742, 0.0], [0.0, 0.0, 3.652742]]","[""Cd @ 0 0 0"", ""Lu @ 0.5 0.5 0.5""]"
CaCd,10972,4061568,10972.0,58874.0,CsCl,Pm-3m,AB,2,2,55.8254,-0.37364138,0.0,0.0,standard,static,"[[3.821882, 0.0, 0.0], [0.0, 3.821882, 0.0], [0.0, 0.0, 3.821882]]","[""Ca @ 0 0 0"", ""Cd @ 0.5 0.5 0.5""]"
Tb,9301,4061571,9301.0,52494.0,Cu,Fm-3m,A,1,1,31.6936,0.0135588466666698,0.0135588466666698,0.0,standard,static,"[[2.511773, -2.511773, 0.0], [-2.511773, 0.0, -2.511773], [2.511773, 2.511773, 0.0]]","[""Tb @ 0 0 0""]"
FePd,22248,4061574,116604.0,180896.0,AuCu,P4/mmm,AB,2,2,27.5263,-0.0657903050000002,0.013730704999999552,0.0,standard,static,"[[2.708642, 0.0, 0.0], [0.0, 2.708642, 0.0], [0.0, 0.0, 3.751837]]","[""Fe @ 0 0 0"", ""Pd @ 0.5 0.5 0.5""]"
TiTc,18156,4061577,18156.0,106142.0,CsCl,Pm-3m,AB,2,2,29.7336,-0.526867634393131,0.00012348500000103346,0.0,standard,static,"[[3.098008, 0.0, 0.0], [0.0, 3.098008, 0.0], [0.0, 0.0, 3.098008]]","[""Tc @ 0 0 0"", ""Ti @ 0.5 0.5 0.5""]"
HfRu,17389,4061580,17389.0,104268.0,CsCl,Pm-3m,AB,2,2,33.9267,-0.8124774125,0.000525254999999003,0.0,standard,static,"[[3.237282, 0.0, 0.0], [0.0, 3.237282, 0.0], [0.0, 0.0, 3.237282]]","[""Hf @ 0 0 0"", ""Ru @ 0.5 0.5 0.5""]"
VTc,18157,4061583,18157.0,106143.0,CsCl,Pm-3m,AB,2,2,27.3964,-0.365395792499999,5.125500000102701e-05,0.0,standard,static,"[[3.01461, 0.0, 0.0], [0.0, 3.01461, 0.0], [0.0, 0.0, 3.01461]]","[""Tc @ 0 0 0"", ""V @ 0.5 0.5 0.5""]"
TbSb,8156,4061586,8156.0,43602.0,NaCl,Fm-3m,AB,2,2,60.1284,-0.822246604833335,4.354166666653558e-05,0.0,standard,static,"[[3.109447, -3.109447, 0.0], [-3.109447, 0.0, -3.109447], [3.109447, 3.109447, 0.0]]","[""Sb @ 0.5 0 0.5"", ""Tb @ 0 0 0""]"
MgRh,17646,4061589,17646.0,104859.0,CsCl,Pm-3m,AB,2,2,30.1179,-0.476044259583335,0.0004300850000006906,0.0,standard,static,"[[3.111298, 0.0, 0.0], [0.0, 3.111298, 0.0], [0.0, 0.0, 3.111298]]","[""Mg @ 0 0 0"", ""Rh @ 0.5 0.5 0.5""]"
CeMg,20463,4061592,88154.0,161740.0,CsCl,Pm-3m,AB,2,2,61.163,-0.122780003333335,6.427500000022457e-05,0.0,standard,static,"[[3.94, 0.0, 0.0], [0.0, 3.94, 0.0], [0.0, 0.0, 3.94]]","[""Ce @ 0.5 0.5 0.5"", ""Mg @ 0 0 0""]"
PmMg,20464,4061595,20464.0,161743.0,CsCl,Pm-3m,AB,2,2,57.4008,-0.111143110833335,0.00010101499999999597,0.0,standard,static,"[[3.8575, 0.0, 0.0], [0.0, 3.8575, 0.0], [0.0, 0.0, 3.8575]]","[""Mg @ 0 0 0"", ""Pm @ 0.5 0.5 0.5""]"
YCu,20721,4061598,88957.0,163697.0,CsCl,Pm-3m,AB,2,2,41.5965,-0.2439484175,0.01608169875000029,0.0,standard,static,"[[3.46486, 0.0, 0.0], [0.0, 3.46486, 0.0], [0.0, 0.0, 3.46486]]","[""Cu @ 0.5 0.5 0.5"", ""Y @ 0 0 0""]"
ErAu,10720,4061601,10720.0,58445.0,CsCl,Pm-3m,AB,2,2,44.8124,-0.88506276,0.01344919500000008,0.0,standard,static,"[[3.551944, 0.0, 0.0], [0.0, 3.551944, 0.0], [0.0, 0.0, 3.551944]]","[""Au @ 0 0 0"", ""Er @ 0.5 0.5 0.5""]"
HfTc,17392,4061604,17392.0,104277.0,CsCl,Pm-3m,AB,2,2,34.6008,-0.482266285,0.0004249700000009682,0.0,standard,static,"[[3.258583, 0.0, 0.0], [0.0, 3.258583, 0.0], [0.0, 0.0, 3.258583]]","[""Hf @ 0 0 0"", ""Tc @ 0.5 0.5 0.5""]"
TiOs,17904,4061607,90586.0,105572.0,CsCl,Pm-3m,AB,2,2,29.3648,-0.735973226893133,0.0002991049999999662,0.0,standard,static,"[[3.085145, 0.0, 0.0], [0.0, 3.085145, 0.0], [0.0, 0.0, 3.085145]]","[""Os @ 0 0 0"", ""Ti @ 0.5 0.5 0.5""]"
EuMg,20465,4061610,20465.0,161745.0,CsCl,Pm-3m,AB,2,2,66.8207,-0.099095619583335,0.000153864999999892,0.0,standard,static,"[[4.057921, 0.0, 0.0], [0.0, 4.057921, 0.0], [0.0, 0.0, 4.057921]]","[""Eu @ 0.5 0.5 0.5"", ""Mg @ 0 0 0""]"
GdMg,20466,4061613,20466.0,161746.0,CsCl,Pm-3m,AB,2,2,55.2294,-0.0927260883333352,0.0,0.0,standard,static,"[[3.808233, 0.0, 0.0], [0.0, 3.808233, 0.0], [0.0, 0.0, 3.808233]]","[""Gd @ 0.5 0.5 0.5"", ""Mg @ 0 0 0""]"
SmMg,17650,4061616,90153.0,104865.0,CsCl,Pm-3m,AB,2,2,56.7043,-0.104368048333335,4.425499999999305e-05,0.0,standard,static,"[[3.841834, 0.0, 0.0], [0.0, 3.841834, 0.0], [0.0, 0.0, 3.841834]]","[""Mg @ 0 0 0"", ""Sm @ 0.5 0.5 0.5""]"
ZrOs,17906,4061619,17906.0,105580.0,CsCl,Pm-3m,AB,2,2,35.3748,-0.527704249999999,0.0007385349999999846,0.0,standard,static,"[[3.282701, 0.0, 0.0], [0.0, 3.282701, 0.0], [0.0, 0.0, 3.282701]]","[""Os @ 0 0 0"", ""Zr @ 0.5 0.5 0.5""]"
ZnRh,18674,4061622,18674.0,107574.0,CsCl,Pm-3m,AB,2,2,27.5069,-0.389183295,0.0006179550000010026,0.0,standard,static,"[[3.018658, 0.0, 0.0], [0.0, 3.018658, 0.0], [0.0, 0.0, 3.018658]]","[""Rh @ 0 0 0"", ""Zn @ 0.5 0.5 0.5""]"
ErMg,20467,4061625,20467.0,161750.0,CsCl,Pm-3m,AB,2,2,53.2843,-0.0665710545833349,0.0,0.0,standard,static,"[[3.762991, 0.0, 0.0], [0.0, 3.762991, 0.0], [0.0, 0.0, 3.762991]]","[""Er @ 0.5 0.5 0.5"", ""Mg @ 0 0 0""]"
U,22309,4061628,22309.0,181306.0,Cu,Fm-3m,A,1,1,21.7052,0.375489635000001,0.375489635000001,0.0,standard,static,"[[2.214, -2.214, 0.0], [-2.214, 0.0, -2.214], [2.214, 2.214, 0.0]]","[""U @ 0 0 0""]"
Ne,12059,4061631,8086.0,65889.0,Cu,Fm-3m,A,1,1,10.0614,0.32978189,0.32978189,14.181,standard,static,"[[1.713466, -1.713466, 0.0], [-1.713466, 0.0, -1.713466], [1.713466, 1.713466, 0.0]]","[""Ne @ 0 0 0""]"
Sn,9297,4061634,92397.0,52487.0,W,Im-3m,A,1,1,26.4975,0.08276532,0.08276532,0.0,standard,static,"[[1.878083, 1.878083, 1.878083], [1.878083, -1.878083, -1.878083], [-1.878083, 1.878083, -1.878083]]","[""Sn @ 0 0 0""]"
GeC,22473,4061637,22473.0,182363.0,ZnS(cF8),F-43m,AB,2,2,24.0721,0.43360699875,0.43360699875,1.772,standard,static,"[[2.291719, -2.291719, 0.0], [-2.291719, 0.0, -2.291719], [2.291719, 2.291719, 0.0]]","[""C @ 0.75 0.5 0.25"", ""Ge @ 0 0 0""]"
HoSb,8119,4061640,8119.0,43544.0,NaCl,Fm-3m,AB,2,2,58.656,-1.11663587416666,5.6720000004784055e-05,0.0,standard,static,"[[3.083857, -3.083857, 0.0], [-3.083857, 0.0, -3.083857], [3.083857, 3.083857, 0.0]]","[""Ho @ 0 0 0"", ""Sb @ 0.5 0 0.5""]"
ZnO,20684,4061643,117131.0,163382.0,CsCl,Pm-3m,AB,2,2,18.8294,-0.932217242939378,0.717588334999999,0.0,standard,static,"[[2.66039, 0.0, 0.0], [0.0, 2.66039, 0.0], [0.0, 0.0, 2.66039]]","[""O @ 0.5 0.5 0.5"", ""Zn @ 0 0 0""]"
ScC,22262,4061646,22262.0,181048.0,CsCl,Pm-3m,AB,2,2,23.7885,0.389169148750001,0.8410965344476705,0.0,standard,static,"[[2.876, 0.0, 0.0], [0.0, 2.876, 0.0], [0.0, 0.0, 2.876]]","[""C @ 0.5 0.5 0.5"", ""Sc @ 0 0 0""]"
ScCu,29784,4061649,88926.0,629013.0,CsCl,Pm-3m,AB,2,2,33.8475,-0.2764692475,0.0023663099999999826,0.0,standard,static,"[[3.234762, 0.0, 0.0], [0.0, 3.234762, 0.0], [0.0, 0.0, 3.234762]]","[""Cu @ 0 0 0"", ""Sc @ 0.5 0.5 0.5""]"
ErRh,30040,4061652,30040.0,631011.0,CsCl,Pm-3m,AB,2,2,38.833,-0.935677225,0.0002876350000000638,0.0,standard,static,"[[3.386364, 0.0, 0.0], [0.0, 3.386364, 0.0], [0.0, 0.0, 3.386364]]","[""Er @ 0 0 0"", ""Rh @ 0.5 0.5 0.5""]"
HoHg,17397,4061655,17397.0,104297.0,CsCl,Pm-3m,AB,2,2,50.0377,-0.451316224149799,0.0018053199999999991,0.0,standard,static,"[[3.684957, 0.0, 0.0], [0.0, 3.684957, 0.0], [0.0, 0.0, 3.684957]]","[""Hg @ 0 0 0"", ""Ho @ 0.5 0.5 0.5""]"
YC,22264,4061658,22264.0,181050.0,CsCl,Pm-3m,AB,2,2,29.8509,0.56832462375,0.8894485483333343,0.0,standard,static,"[[3.102078, 0.0, 0.0], [0.0, 3.102078, 0.0], [0.0, 0.0, 3.102078]]","[""C @ 0.5 0.5 0.5"", ""Y @ 0 0 0""]"
Ne,12057,4061661,8086.0,65887.0,Cu,Fm-3m,A,1,1,10.2665,0.3042069,0.3042069,14.099,standard,static,"[[1.725031, -1.725031, 0.0], [-1.725031, 0.0, -1.725031], [1.725031, 1.725031, 0.0]]","[""Ne @ 0 0 0""]"
Ne,12058,4061664,8086.0,65888.0,Cu,Fm-3m,A,1,1,10.1864,0.31393182,0.31393182,14.132,standard,static,"[[1.720534, -1.720534, 0.0], [-1.720534, 0.0, -1.720534], [1.720534, 1.720534, 0.0]]","[""Ne @ 0 0 0""]"
Se,10325,4061667,9277.0,57181.0,Po(hR1),R-3m,A,1,1,22.3286,0.17154387,0.17154387,0.0,standard,static,"[[2.027078, -1.170335, -1.568663], [-2.027078, -1.170335, -1.568663], [0.0, 2.340667, -1.568663]]","[""Se @ 0 0 0""]"
Ho,10105,4061670,10105.0,56224.0,Cu,Fm-3m,A,1,1,30.6384,0.0194839866666703,0.0194839866666703,0.0,standard,static,"[[2.483584, -2.483584, 0.0], [-2.483584, 0.0, -2.483584], [2.483584, 2.483584, 0.0]]","[""Ho @ 0 0 0""]"
SnP,14014,4061673,14014.0,77786.0,NaCl,Fm-3m,AB,2,2,43.5789,-0.169100282905569,0.024972844649469916,0.0,standard,static,"[[2.793072, -2.793072, 0.0], [-2.793072, 0.0, -2.793072], [2.793072, 2.793072, 0.0]]","[""P @ 0 0 0"", ""Sn @ 0.5 0 0.5""]"
HoTe,8123,4061676,8123.0,43548.0,NaCl,Fm-3m,AB,2,2,57.2701,-1.24384526333333,0.04286808125000019,0.0,standard,static,"[[3.059374, -3.059374, 0.0], [-3.059374, 0.0, -3.059374], [3.059374, 3.059374, 0.0]]","[""Ho @ 0 0 0"", ""Te @ 0.5 0 0.5""]"
HgSe,4543,4061679,4543.0,24175.0,ZnS(cF8),F-43m,AB,2,2,60.1431,-0.182984242483134,0.0,0.176,standard,static,"[[3.109701, -3.109701, 0.0], [-3.109701, 0.0, -3.109701], [3.109701, 3.109701, 0.0]]","[""Hg @ 0 0 0"", ""Se @ 0.75 0.5 0.25""]"
CuO,11469,4061682,11469.0,61323.0,NaCl,Fm-3m,AB,2,2,18.2857,-0.673435953782877,0.15888038999999898,0.0,standard,static,"[[2.091032, -2.091032, 0.0], [-2.091032, 0.0, -2.091032], [2.091032, 2.091032, 0.0]]","[""Cu @ 0 0 0"", ""O @ 0.5 0 0.5""]"
LaCd,29003,4061685,29003.0,620071.0,CsCl,Pm-3m,AB,2,2,59.9057,-0.33306865,0.0,0.0,standard,static,"[[3.912815, 0.0, 0.0], [0.0, 3.912815, 0.0], [0.0, 0.0, 3.912815]]","[""Cd @ 0 0 0"", ""La @ 0.5 0.5 0.5""]"
CuN,20469,4061688,20469.0,161756.0,ZnS(cF8),F-43m,AB,2,2,21.5523,0.893523122328247,0.893523122328247,0.0,standard,static,"[[2.20879, -2.20879, 0.0], [-2.20879, 0.0, -2.20879], [2.20879, 2.20879, 0.0]]","[""Cu @ 0 0 0"", ""N @ 0.75 0.5 0.25""]"
H,5497,4061691,5499.0,28338.0,Cu,Fm-3m,A,1,1,2.72938,1.18768125,1.18768125,0.0,standard,static,"[[1.109204, -1.109204, 0.0], [-1.109204, 0.0, -1.109204], [1.109204, 1.109204, 0.0]]","[""H @ 0 0 0""]"
HgS,4523,4061694,4523.0,24094.0,ZnS(cF8),F-43m,AB,2,2,53.7178,-0.248713479489813,0.0002717399999997705,0.179,standard,static,"[[2.994765, -2.994765, 0.0], [-2.994765, 0.0, -2.994765], [2.994765, 2.994765, 0.0]]","[""Hg @ 0 0 0"", ""S @ 0.75 0.5 0.25""]"
SnC,22475,4061697,22475.0,182365.0,ZnS(cF8),F-43m,AB,2,2,32.794,0.765138412824399,0.765138412824399,0.950000000000001,standard,static,"[[2.540512, -2.540512, 0.0], [-2.540512, 0.0, -2.540512], [2.540512, 2.540512, 0.0]]","[""C @ 0.75 0.5 0.25"", ""Sn @ 0 0 0""]"
ScP,17907,4061700,17907.0,105584.0,NaCl,Fm-3m,AB,2,2,37.4726,-1.61907393197997,0.0,0.0,standard,static,"[[2.656, -2.656, 0.0], [-2.656, 0.0, -2.656], [2.656, 2.656, 0.0]]","[""P @ 0.5 0 0.5"", ""Sc @ 0 0 0""]"
CdPd,29018,4061703,29018.0,620272.0,CuFePt2,P4/mmm,AB,2,2,34.5296,-0.418948665,0.0021893499999999233,0.0,standard,static,"[[-2.166228, -2.166228, 0.0], [-2.166228, 2.166228, 0.0], [0.0, 0.0, -3.679196]]","[""Cd @ 0 0 0"", ""Pd @ 0.5 0.5 0.5""]"
AgCl,10182,4061706,10182.0,56538.0,NaCl,Fm-3m,AB,2,2,43.6402,-0.617803421559561,0.025170781250000274,1.115,standard,static,"[[2.79438, -2.79438, 0.0], [-2.79438, 0.0, -2.79438], [2.79438, 2.79438, 0.0]]","[""Ag @ 0 0 0"", ""Cl @ 0.5 0 0.5""]"
Sb,9672,4061709,9672.0,53795.0,As,R-3m,A,1,2,63.3559,0.0,1.9464166666871563e-05,0.0,standard,static,"[[4.57702, -0.021295, -0.014694], [2.500446, 3.83371, -0.014694], [2.500446, 1.346913, 3.589342]]","[""Sb @ 0.234 0.234 0.234"", ""Sb @ 0.766 0.766 0.766""]"
DyAl,10445,4061712,10445.0,57736.0,CsCl,Pm-3m,AB,2,2,46.5798,-0.395507823333335,0.02122244624999997,0.0,standard,static,"[[3.59804, 0.0, 0.0], [0.0, 3.59804, 0.0], [0.0, 0.0, 3.59804]]","[""Al @ 0 0 0"", ""Dy @ 0.5 0.5 0.5""]"
PbS,14034,4061715,14034.0,77865.0,CsCl,Pm-3m,AB,2,2,48.5773,-0.429746182006678,0.25504796000000096,0.0,standard,static,"[[3.648754, 0.0, 0.0], [0.0, 3.648754, 0.0], [0.0, 0.0, 3.648754]]","[""Pb @ 0 0 0"", ""S @ 0.5 0.5 0.5""]"
HgPd,30534,4061718,30534.0,639137.0,CuFePt2,P4/mmm,AB,2,2,35.957,-0.142740452483134,8.392000000018163e-05,0.0,standard,static,"[[-2.178529, -2.178529, 0.0], [-2.178529, 2.178529, 0.0], [0.0, 0.0, -3.788144]]","[""Hg @ 0 0 0"", ""Pd @ 0.5 0.5 0.5""]"
NdCd,29013,4061721,29013.0,620189.0,CsCl,Pm-3m,AB,2,2,56.4301,-0.3266697025,0.0009254925000002356,0.0,standard,static,"[[3.835633, 0.0, 0.0], [0.0, 3.835633, 0.0], [0.0, 0.0, 3.835633]]","[""Cd @ 0 0 0"", ""Nd @ 0.5 0.5 0.5""]"
GdAs,8162,4061724,8162.0,43634.0,NaCl,Fm-3m,AB,2,2,50.7359,-1.54240514625,5.2750000000045816e-05,0.0,standard,static,"[[2.938294, -2.938294, 0.0], [-2.938294, 0.0, -2.938294], [2.938294, 2.938294, 0.0]]","[""As @ 0.5 0 0.5"", ""Gd @ 0 0 0""]"
SnC,22476,4061727,22476.0,182366.0,NaCl,Fm-3m,AB,2,2,27.4061,1.2495949928244,1.2495949928244,0.0,standard,static,"[[2.392979, -2.392979, 0.0], [-2.392979, 0.0, -2.392979], [2.392979, 2.392979, 0.0]]","[""C @ 0.5 0 0.5"", ""Sn @ 0 0 0""]"
ZnTe,17353,4061730,17353.0,104196.0,ZnS(cF8),F-43m,AB,2,2,57.7831,-0.469457256666665,0.003525983750000017,1.453,standard,static,"[[3.068483, -3.068483, 0.0], [-3.068483, 0.0, -3.068483], [3.068483, 3.068483, 0.0]]","[""Te @ 0.75 0.5 0.25"", ""Zn @ 0 0 0""]"
NiC,22221,4061733,22221.0,180457.0,NaCl,Fm-3m,AB,2,2,16.9606,1.10668469625,1.1072564512500003,0.0,standard,static,"[[2.039249, -2.039249, 0.0], [-2.039249, 0.0, -2.039249], [2.039249, 2.039249, 0.0]]","[""C @ 0.5 0 0.5"", ""Ni @ 0 0 0""]"
HfPt,17383,4061736,17383.0,104257.0,CsCl,Pm-3m,AB,2,2,36.5553,-0.982982147500001,0.16891751250000053,0.0,standard,static,"[[3.318817, 0.0, 0.0], [0.0, 3.318817, 0.0], [0.0, 0.0, 3.318817]]","[""Hf @ 0 0 0"", ""Pt @ 0.5 0.5 0.5""]"
TbAs,8155,4061739,8155.0,43601.0,NaCl,Fm-3m,AB,2,2,49.9266,-1.21159822983334,0.0,0.0,standard,static,"[[2.922587, -2.922587, 0.0], [-2.922587, 0.0, -2.922587], [2.922587, 2.922587, 0.0]]","[""As @ 0.5 0 0.5"", ""Tb @ 0 0 0""]"
Ga,8115,4061742,4248.0,43539.0,Ga(Cmcm),Cmcm,A,1,2,36.9491,0.0237490399999998,0.0237490399999998,0.0,standard,static,"[[-2.792186, 0.0, 0.0], [0.0, 0.0, -3.25394], [-1.396093, -4.06677, 0.0]]","[""Ga @ 0.865 0.25 0.269"", ""Ga @ 0.135 0.75 0.731""]"
TbTe,18147,4061745,18147.0,106127.0,NaCl,Fm-3m,AB,2,2,58.8386,-0.980509079,0.04067333332450196,0.0,standard,static,"[[3.087053, -3.087053, 0.0], [-3.087053, 0.0, -3.087053], [3.087053, 3.087053, 0.0]]","[""Tb @ 0 0 0"", ""Te @ 0.5 0 0.5""]"
HgPt,30535,4061748,30535.0,639151.0,CuFePt2,P4/mmm,AB,2,2,35.7997,0.0785405325168655,0.10612865749999982,0.0,standard,static,"[[-2.140726, -2.140726, 0.0], [-2.140726, 2.140726, 0.0], [0.0, 0.0, -3.905952]]","[""Hg @ 0 0 0"", ""Pt @ 0.5 0.5 0.5""]"
ZrHg,30537,4061751,17448.0,639318.0,CuFePt2,P4/mmm,AB,2,2,42.5813,-0.140153782483134,0.0011077899999998586,0.0,standard,static,"[[-2.245409, -2.245409, 0.0], [-2.245409, 2.245409, 0.0], [0.0, 0.0, -4.222774]]","[""Hg @ 0 0 0"", ""Zr @ 0.5 0.5 0.5""]"
TiO,17898,4061754,17898.0,105551.0,NaCl,Fm-3m,AB,2,2,19.2139,-2.52230953983251,0.2590501999999999,0.0,standard,static,"[[2.125829, -2.125829, 0.0], [-2.125829, 0.0, -2.125829], [2.125829, 2.125829, 0.0]]","[""O @ 0.5 0 0.5"", ""Ti @ 0 0 0""]"
PrTe,14052,4061757,14052.0,77936.0,CsCl,Pm-3m,AB,2,2,59.239,-1.34831096041667,0.09434697499999989,0.0,standard,static,"[[3.898246, 0.0, 0.0], [0.0, 3.898246, 0.0], [0.0, 0.0, 3.898246]]","[""Pr @ 0 0 0"", ""Te @ 0.5 0.5 0.5""]"
GdSb,8163,4061760,8163.0,43635.0,NaCl,Fm-3m,AB,2,2,60.9949,-1.16520539625,0.0,0.0,standard,static,"[[3.124312, -3.124312, 0.0], [-3.124312, 0.0, -3.124312], [3.124312, 3.124312, 0.0]]","[""Gd @ 0 0 0"", ""Sb @ 0.5 0 0.5""]"
TcB,21451,4061763,21451.0,168899.0,NaCl,Fm-3m,AB,2,2,21.2836,-0.00762040250000062,0.3772445017003395,0.0,standard,static,"[[2.199573, -2.199573, 0.0], [-2.199573, 0.0, -2.199573], [2.199573, 2.199573, 0.0]]","[""B @ 0.5 0 0.5"", ""Tc @ 0 0 0""]"
NiHg,30533,4061766,16942.0,639119.0,CuFePt2,P4/mmm,AB,2,2,31.2495,0.234144577516866,0.23471633251686616,0.0,standard,static,"[[-2.191254, -2.191254, 0.0], [-2.191254, 2.191254, 0.0], [0.0, 0.0, -3.254073]]","[""Hg @ 0 0 0"", ""Ni @ 0.5 0.5 0.5""]"
NbS,13784,4061769,669085.0,76564.0,WC,P-6m2,AB,2,2,31.4653,-1.03672875200668,0.08045890833133007,0.0,standard,static,"[[3.306079, 0.0, 0.0], [-1.65304, 2.863246, 0.0], [0.0, 0.0, 3.323989]]","[""Nb @ 0 0 0"", ""S @ 0.333 0.667 0.5""]"
PrSb,14051,4061772,14051.0,77933.0,NaCl,Fm-3m,AB,2,2,66.8307,-1.19752609125,0.0,0.0,standard,static,"[[3.220935, -3.220935, 0.0], [-3.220935, 0.0, -3.220935], [3.220935, 3.220935, 0.0]]","[""Pr @ 0 0 0"", ""Sb @ 0.5 0 0.5""]"
NiN,20468,4061775,20468.0,161755.0,ZnS(cF8),F-43m,AB,2,2,19.9326,0.347587327328247,0.361373164121094,0.0,standard,static,"[[2.152013, -2.152013, 0.0], [-2.152013, 0.0, -2.152013], [2.152013, 2.152013, 0.0]]","[""N @ 0.75 0.5 0.25"", ""Ni @ 0 0 0""]"
MnSe,4578,4061778,4578.0,24251.0,NaCl,Fm-3m,AB,2,2,38.7163,-0.34926936689655,0.032128458672934124,0.0,standard,static,"[[2.685064, -2.685064, 0.0], [-2.685064, 0.0, -2.685064], [2.685064, 2.685064, 0.0]]","[""Mn @ 0 0 0"", ""Se @ 0.5 0 0.5""]"
GdAu,10729,4061781,10729.0,58464.0,CsCl,Pm-3m,AB,2,2,47.3209,-0.83999823875,0.02527999000000003,0.0,standard,static,"[[3.61702, 0.0, 0.0], [0.0, 3.61702, 0.0], [0.0, 0.0, 3.61702]]","[""Au @ 0 0 0"", ""Gd @ 0.5 0.5 0.5""]"
TbMg,17657,4061784,90160.0,104879.0,CsCl,Pm-3m,AB,2,2,54.6392,0.24304753308333,0.24304753308333,0.0,standard,static,"[[3.794618, 0.0, 0.0], [0.0, 3.794618, 0.0], [0.0, 0.0, 3.794618]]","[""Mg @ 0 0 0"", ""Tb @ 0.5 0.5 0.5""]"
TmTl,18169,4061787,18169.0,106191.0,CsCl,Pm-3m,AB,2,2,52.1369,-0.2877149225,0.0017900499999999875,0.0,standard,static,"[[3.735783, 0.0, 0.0], [0.0, 3.735783, 0.0], [0.0, 0.0, 3.735783]]","[""Tl @ 0 0 0"", ""Tm @ 0.5 0.5 0.5""]"
